UNOFFICIAL ELECTION RESULTS
LATAH
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Moscow 3","United States Representative District 1","Brendan J. Gomez","11","0.00%"
"Moscow 3","United States Representative District 1","Kaylee Peterson","425","0.00%"
"Moscow 3","United States Representative District 1","Matt Loesby","24","0.00%"
"Moscow 3","United States Representative District 1","Russ Fulcher","451","0.00%"
"Moscow 3","State Senator District 6","Julia Parker","493","0.00%"
"Moscow 3","State Senator District 6","Dan Foreman","448","0.00%"
"Moscow 3","State Representative District 6 Seat A","Trish Carter-Goodheart","392","0.00%"
"Moscow 3","State Representative District 6 Seat A","Lori McCann","534","0.00%"
"Moscow 3","State Representative District 6 Seat B","Kathy Dawes","438","0.00%"
"Moscow 3","State Representative District 6 Seat B","Brandon Mitchell","494","0.00%"
"Moscow 3","County Commissioner District 1","Mark Thorne","409","0.00%"
"Moscow 3","County Commissioner District 1","Tony Johnson","516","0.00%"
"Moscow 3","County Commissioner District 3","John Bohman","442","0.00%"
"Moscow 3","County Commissioner District 3","Jason Stooks","478","0.00%"
"Moscow 3","County Sheriff","Richie Skiles","518","0.00%"
"Moscow 3","County Sheriff","James Fry Jr.","335","0.00%"
"Moscow 3","County Sheriff","Christopher Middleton","55","0.00%"
"Moscow 3","County Prosecuting Attorney","W.W. Bill Thompson","737","0.00%"
"Moscow 3","Retain Magistrate Judge Megan Marshall","YES","636","0.00%"
"Moscow 3","Retain Magistrate Judge Megan Marshall","NO","198","0.00%"
"Moscow 3","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","681","0.00%"
"Moscow 3","Latah Soil & Water Dist Supervisors","David Huggins","649","0.00%"
"Moscow 3","Latah Soil & Water Dist Supervisors","Kendall Kahl","633","0.00%"
"Moscow 3","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","551","0.00%"
"Moscow 3","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","380","0.00%"
"Moscow 3","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","408","0.00%"
"Moscow 3","Proposition 1","NO, make no change to the current primary and general election voting system.","526","0.00%"
"Moscow 4","United States President","Joel Skousen","1","0.00%"
"Moscow 4","United States President","Kamala D. Harris","412","0.00%"
"Moscow 4","United States President","Chase Oliver","10","0.00%"
"Moscow 4","United States President","Donald J. Trump","383","0.00%"
"Moscow 4","United States President","Shiva Ayyadurai","1","0.00%"
"Moscow 4","United States President","Claudia De la Cruz","1","0.00%"
"Moscow 4","United States President","Robert F Kennedy Jr.","9","0.00%"
"Moscow 4","United States President","Jill Stein","3","0.00%"
"Moscow 4","United States President","Randall Terry","2","0.00%"
"Moscow 4","United States Representative District 1","Brendan J. Gomez","2","0.00%"
"Moscow 4","United States Representative District 1","Kaylee Peterson","407","0.00%"
"Moscow 4","United States Representative District 1","Matt Loesby","12","0.00%"
"Moscow 4","United States Representative District 1","Russ Fulcher","381","0.00%"
"Moscow 4","State Senator District 6","Julia Parker","485","0.00%"
"Moscow 4","State Senator District 6","Dan Foreman","342","0.00%"
"Moscow 4","State Representative District 6 Seat A","Trish Carter-Goodheart","328","0.00%"
"Moscow 4","State Representative District 6 Seat A","Lori McCann","490","0.00%"
"Moscow 4","State Representative District 6 Seat B","Kathy Dawes","447","0.00%"
"Moscow 4","State Representative District 6 Seat B","Brandon Mitchell","384","0.00%"
"Moscow 4","County Commissioner District 1","Mark Thorne","373","0.00%"
"Moscow 4","County Commissioner District 1","Tony Johnson","450","0.00%"
"Moscow 4","County Commissioner District 3","John Bohman","436","0.00%"
"Moscow 4","County Commissioner District 3","Jason Stooks","380","0.00%"
"Moscow 4","County Sheriff","Richie Skiles","455","0.00%"
"Moscow 4","County Sheriff","James Fry Jr.","313","0.00%"
"Moscow 4","County Sheriff","Christopher Middleton","41","0.00%"
"Moscow 4","County Prosecuting Attorney","W.W. Bill Thompson","673","0.00%"
"Moscow 4","Retain Magistrate Judge Megan Marshall","YES","579","0.00%"
"Moscow 4","Retain Magistrate Judge Megan Marshall","NO","165","0.00%"
"Moscow 4","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","606","0.00%"
"Moscow 4","Latah Soil & Water Dist Supervisors","David Huggins","588","0.00%"
"Moscow 4","Latah Soil & Water Dist Supervisors","Kendall Kahl","581","0.00%"
"Moscow 4","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","467","0.00%"
"Moscow 4","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","350","0.00%"
"Moscow 4","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","416","0.00%"
"Moscow 4","Proposition 1","NO, make no change to the current primary and general election voting system.","414","0.00%"
"Moscow 5","United States President","Joel Skousen","1","0.00%"
"Moscow 5","United States President","Kamala D. Harris","544","0.00%"
"Moscow 5","United States President","Chase Oliver","4","0.00%"
"Moscow 5","United States President","Donald J. Trump","406","0.00%"
"Moscow 5","United States President","Shiva Ayyadurai","1","0.00%"
"Moscow 5","United States President","Claudia De la Cruz","2","0.00%"
"Moscow 5","United States President","Robert F Kennedy Jr.","14","0.00%"
"Moscow 5","United States President","Jill Stein","3","0.00%"
"Moscow 5","United States President","Randall Terry","0","0.00%"
"Moscow 5","United States Representative District 1","Brendan J. Gomez","5","0.00%"
"Moscow 5","United States Representative District 1","Kaylee Peterson","525","0.00%"
"Moscow 5","United States Representative District 1","Matt Loesby","12","0.00%"
"Moscow 5","United States Representative District 1","Russ Fulcher","424","0.00%"
"Moscow 5","State Senator District 6","Julia Parker","611","0.00%"
"Moscow 5","State Senator District 6","Dan Foreman","367","0.00%"
"Moscow 5","State Representative District 6 Seat A","Trish Carter-Goodheart","476","0.00%"
"Moscow 5","State Representative District 6 Seat A","Lori McCann","493","0.00%"
"Moscow 5","State Representative District 6 Seat B","Kathy Dawes","574","0.00%"
"Moscow 5","State Representative District 6 Seat B","Brandon Mitchell","411","0.00%"
"Moscow 5","County Commissioner District 1","Mark Thorne","494","0.00%"
"Moscow 5","County Commissioner District 1","Tony Johnson","476","0.00%"
"Moscow 5","County Commissioner District 3","John Bohman","563","0.00%"
"Moscow 5","County Commissioner District 3","Jason Stooks","397","0.00%"
"Moscow 5","County Sheriff","Richie Skiles","408","0.00%"
"Moscow 5","County Sheriff","James Fry Jr.","484","0.00%"
"Moscow 5","County Sheriff","Christopher Middleton","53","0.00%"
"Moscow 5","County Prosecuting Attorney","W.W. Bill Thompson","849","0.00%"
"Moscow 5","Retain Magistrate Judge Megan Marshall","YES","747","0.00%"
"Moscow 5","Retain Magistrate Judge Megan Marshall","NO","133","0.00%"
"Moscow 5","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","739","0.00%"
"Moscow 5","Latah Soil & Water Dist Supervisors","David Huggins","728","0.00%"
"Moscow 5","Latah Soil & Water Dist Supervisors","Kendall Kahl","718","0.00%"
"Moscow 5","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","538","0.00%"
"Moscow 5","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","442","0.00%"
"Moscow 5","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","536","0.00%"
"Moscow 5","Proposition 1","NO, make no change to the current primary and general election voting system.","444","0.00%"
"Moscow 6","United States President","Joel Skousen","1","0.00%"
"Moscow 6","United States President","Kamala D. Harris","450","0.00%"
"Moscow 6","United States President","Chase Oliver","10","0.00%"
"Moscow 6","United States President","Donald J. Trump","309","0.00%"
"Moscow 6","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 6","United States President","Claudia De la Cruz","7","0.00%"
"Moscow 6","United States President","Robert F Kennedy Jr.","16","0.00%"
"Moscow 6","United States President","Jill Stein","4","0.00%"
"Moscow 6","United States President","Randall Terry","0","0.00%"
"Moscow 6","United States Representative District 1","Brendan J. Gomez","8","0.00%"
"Moscow 6","United States Representative District 1","Kaylee Peterson","443","0.00%"
"Moscow 6","United States Representative District 1","Matt Loesby","17","0.00%"
"Moscow 6","United States Representative District 1","Russ Fulcher","310","0.00%"
"Moscow 6","State Senator District 6","Julia Parker","504","0.00%"
"Moscow 6","State Senator District 6","Dan Foreman","289","0.00%"
"Moscow 6","State Representative District 6 Seat A","Trish Carter-Goodheart","416","0.00%"
"Moscow 6","State Representative District 6 Seat A","Lori McCann","361","0.00%"
"Moscow 6","State Representative District 6 Seat B","Kathy Dawes","460","0.00%"
"Moscow 6","State Representative District 6 Seat B","Brandon Mitchell","330","0.00%"
"Moscow 6","County Commissioner District 1","Mark Thorne","440","0.00%"
"Moscow 6","County Commissioner District 1","Tony Johnson","335","0.00%"
"Moscow 6","County Commissioner District 3","John Bohman","455","0.00%"
"Moscow 6","County Commissioner District 3","Jason Stooks","316","0.00%"
"Moscow 6","County Sheriff","Richie Skiles","343","0.00%"
"Moscow 6","County Sheriff","James Fry Jr.","304","0.00%"
"Moscow 6","County Sheriff","Christopher Middleton","97","0.00%"
"Moscow 6","County Prosecuting Attorney","W.W. Bill Thompson","668","0.00%"
"Moscow 6","Retain Magistrate Judge Megan Marshall","YES","559","0.00%"
"Moscow 6","Retain Magistrate Judge Megan Marshall","NO","130","0.00%"
"Moscow 6","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","569","0.00%"
"Moscow 6","Latah Soil & Water Dist Supervisors","David Huggins","586","0.00%"
"Moscow 6","Latah Soil & Water Dist Supervisors","Kendall Kahl","578","0.00%"
"Moscow 6","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","410","0.00%"
"Moscow 6","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","387","0.00%"
"Moscow 6","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","420","0.00%"
"Moscow 6","Proposition 1","NO, make no change to the current primary and general election voting system.","380","0.00%"
"Moscow 7","United States President","Joel Skousen","0","0.00%"
"Moscow 7","United States President","Kamala D. Harris","353","0.00%"
"Moscow 7","United States President","Chase Oliver","9","0.00%"
"Moscow 7","United States President","Donald J. Trump","421","0.00%"
"Moscow 7","United States President","Shiva Ayyadurai","1","0.00%"
"Moscow 7","United States President","Claudia De la Cruz","1","0.00%"
"Moscow 7","United States President","Robert F Kennedy Jr.","14","0.00%"
"Moscow 7","United States President","Jill Stein","5","0.00%"
"Moscow 7","United States President","Randall Terry","0","0.00%"
"Moscow 7","United States Representative District 1","Brendan J. Gomez","12","0.00%"
"Moscow 7","United States Representative District 1","Kaylee Peterson","349","0.00%"
"Moscow 7","United States Representative District 1","Matt Loesby","30","0.00%"
"Moscow 7","United States Representative District 1","Russ Fulcher","405","0.00%"
"Moscow 7","State Senator District 6","Julia Parker","421","0.00%"
"Moscow 7","State Senator District 6","Dan Foreman","383","0.00%"
"Moscow 7","State Representative District 6 Seat A","Trish Carter-Goodheart","338","0.00%"
"Moscow 7","State Representative District 6 Seat A","Lori McCann","459","0.00%"
"Moscow 7","State Representative District 6 Seat B","Kathy Dawes","385","0.00%"
"Moscow 7","State Representative District 6 Seat B","Brandon Mitchell","422","0.00%"
"Moscow 7","County Commissioner District 1","Mark Thorne","346","0.00%"
"Moscow 7","County Commissioner District 1","Tony Johnson","453","0.00%"
"Moscow 7","County Commissioner District 3","John Bohman","375","0.00%"
"Moscow 7","County Commissioner District 3","Jason Stooks","414","0.00%"
"Moscow 7","County Sheriff","Richie Skiles","431","0.00%"
"Moscow 7","County Sheriff","James Fry Jr.","279","0.00%"
"Moscow 7","County Sheriff","Christopher Middleton","67","0.00%"
"Moscow 7","County Prosecuting Attorney","W.W. Bill Thompson","643","0.00%"
"Moscow 7","Retain Magistrate Judge Megan Marshall","YES","579","0.00%"
"Moscow 7","Retain Magistrate Judge Megan Marshall","NO","139","0.00%"
"Moscow 7","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","579","0.00%"
"Moscow 7","Latah Soil & Water Dist Supervisors","David Huggins","563","0.00%"
"Moscow 7","Latah Soil & Water Dist Supervisors","Kendall Kahl","565","0.00%"
"Moscow 7","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","488","0.00%"
"Moscow 7","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","320","0.00%"
"Moscow 7","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","353","0.00%"
"Moscow 7","Proposition 1","NO, make no change to the current primary and general election voting system.","449","0.00%"
"Moscow 8","United States President","Joel Skousen","0","0.00%"
"Moscow 8","United States President","Kamala D. Harris","388","0.00%"
"Moscow 8","United States President","Chase Oliver","4","0.00%"
"Moscow 8","United States President","Donald J. Trump","187","0.00%"
"Moscow 8","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 8","United States President","Claudia De la Cruz","3","0.00%"
"Moscow 8","United States President","Robert F Kennedy Jr.","13","0.00%"
"Moscow 8","United States President","Jill Stein","6","0.00%"
"Moscow 8","United States President","Randall Terry","0","0.00%"
"Moscow 8","United States Representative District 1","Brendan J. Gomez","5","0.00%"
"Moscow 8","United States Representative District 1","Kaylee Peterson","367","0.00%"
"Moscow 8","United States Representative District 1","Matt Loesby","18","0.00%"
"Moscow 8","United States Representative District 1","Russ Fulcher","184","0.00%"
"Moscow 8","State Senator District 6","Julia Parker","402","0.00%"
"Moscow 8","State Senator District 6","Dan Foreman","179","0.00%"
"Moscow 8","State Representative District 6 Seat A","Trish Carter-Goodheart","346","0.00%"
"Moscow 8","State Representative District 6 Seat A","Lori McCann","223","0.00%"
"Moscow 8","State Representative District 6 Seat B","Kathy Dawes","388","0.00%"
"Moscow 8","State Representative District 6 Seat B","Brandon Mitchell","181","0.00%"
"Moscow 8","County Commissioner District 1","Mark Thorne","369","0.00%"
"Moscow 8","County Commissioner District 1","Tony Johnson","185","0.00%"
"Moscow 8","County Commissioner District 3","John Bohman","362","0.00%"
"Moscow 8","County Commissioner District 3","Jason Stooks","192","0.00%"
"Moscow 8","County Sheriff","Richie Skiles","188","0.00%"
"Moscow 8","County Sheriff","James Fry Jr.","220","0.00%"
"Moscow 8","County Sheriff","Christopher Middleton","126","0.00%"
"Moscow 8","County Prosecuting Attorney","W.W. Bill Thompson","515","0.00%"
"Moscow 8","Retain Magistrate Judge Megan Marshall","YES","413","0.00%"
"Moscow 8","Retain Magistrate Judge Megan Marshall","NO","77","0.00%"
"Moscow 8","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","401","0.00%"
"Moscow 8","Latah Soil & Water Dist Supervisors","David Huggins","423","0.00%"
"Moscow 8","Latah Soil & Water Dist Supervisors","Kendall Kahl","420","0.00%"
"Moscow 8","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","258","0.00%"
"Moscow 8","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","315","0.00%"
"Moscow 8","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","358","0.00%"
"Moscow 8","Proposition 1","NO, make no change to the current primary and general election voting system.","218","0.00%"
"Moscow 9","United States President","Joel Skousen","3","0.00%"
"Moscow 9","United States President","Kamala D. Harris","548","0.00%"
"Moscow 9","United States President","Chase Oliver","6","0.00%"
"Moscow 9","United States President","Donald J. Trump","352","0.00%"
"Moscow 9","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 9","United States President","Claudia De la Cruz","1","0.00%"
"Moscow 9","United States President","Robert F Kennedy Jr.","15","0.00%"
"Moscow 9","United States President","Jill Stein","13","0.00%"
"Moscow 9","United States President","Randall Terry","1","0.00%"
"Moscow 9","United States Representative District 1","Brendan J. Gomez","6","0.00%"
"Moscow 9","United States Representative District 1","Kaylee Peterson","535","0.00%"
"Moscow 9","United States Representative District 1","Matt Loesby","17","0.00%"
"Moscow 9","United States Representative District 1","Russ Fulcher","366","0.00%"
"Moscow 9","State Senator District 6","Julia Parker","636","0.00%"
"Moscow 9","State Senator District 6","Dan Foreman","329","0.00%"
"Moscow 9","State Representative District 6 Seat A","Trish Carter-Goodheart","450","0.00%"
"Moscow 9","State Representative District 6 Seat A","Lori McCann","497","0.00%"
"Moscow 9","State Representative District 6 Seat B","Kathy Dawes","589","0.00%"
"Moscow 9","State Representative District 6 Seat B","Brandon Mitchell","374","0.00%"
"Moscow 9","County Commissioner District 1","Mark Thorne","520","0.00%"
"Moscow 9","County Commissioner District 1","Tony Johnson","431","0.00%"
"Moscow 9","County Commissioner District 3","John Bohman","571","0.00%"
"Moscow 9","County Commissioner District 3","Jason Stooks","372","0.00%"
"Moscow 9","County Sheriff","Richie Skiles","433","0.00%"
"Moscow 9","County Sheriff","James Fry Jr.","465","0.00%"
"Moscow 9","County Sheriff","Christopher Middleton","32","0.00%"
"Moscow 9","County Prosecuting Attorney","W.W. Bill Thompson","774","0.00%"
"Moscow 9","Retain Magistrate Judge Megan Marshall","YES","704","0.00%"
"Moscow 9","Retain Magistrate Judge Megan Marshall","NO","143","0.00%"
"Moscow 9","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","695","0.00%"
"Moscow 9","Latah Soil & Water Dist Supervisors","David Huggins","683","0.00%"
"Moscow 9","Latah Soil & Water Dist Supervisors","Kendall Kahl","678","0.00%"
"Moscow 9","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","520","0.00%"
"Moscow 9","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","422","0.00%"
"Moscow 9","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","565","0.00%"
"Moscow 9","Proposition 1","NO, make no change to the current primary and general election voting system.","396","0.00%"
"Onaway 37","United States President","Joel Skousen","0","0.00%"
"Onaway 37","United States President","Kamala D. Harris","0","0.00%"
"Onaway 37","United States President","Chase Oliver","0","0.00%"
"Onaway 37","United States President","Donald J. Trump","3","0.00%"
"Onaway 37","United States President","Shiva Ayyadurai","0","0.00%"
"Onaway 37","United States President","Claudia De la Cruz","0","0.00%"
"Onaway 37","United States President","Robert F Kennedy Jr.","0","0.00%"
"Onaway 37","United States President","Jill Stein","0","0.00%"
"Onaway 37","United States President","Randall Terry","0","0.00%"
"Onaway 37","United States Representative District 1","Brendan J. Gomez","0","0.00%"
"Onaway 37","United States Representative District 1","Kaylee Peterson","0","0.00%"
"Onaway 37","United States Representative District 1","Matt Loesby","0","0.00%"
"Onaway 37","United States Representative District 1","Russ Fulcher","3","0.00%"
"Onaway 37","State Senator District 6","Julia Parker","0","0.00%"
"Onaway 37","State Senator District 6","Dan Foreman","3","0.00%"
"Onaway 37","State Representative District 6 Seat A","Trish Carter-Goodheart","0","0.00%"
"Onaway 37","State Representative District 6 Seat A","Lori McCann","3","0.00%"
"Onaway 37","State Representative District 6 Seat B","Kathy Dawes","0","0.00%"
"Onaway 37","State Representative District 6 Seat B","Brandon Mitchell","3","0.00%"
"Onaway 37","County Commissioner District 1","Mark Thorne","0","0.00%"
"Onaway 37","County Commissioner District 1","Tony Johnson","3","0.00%"
"Onaway 37","County Commissioner District 3","John Bohman","0","0.00%"
"Onaway 37","County Commissioner District 3","Jason Stooks","3","0.00%"
"Onaway 37","County Sheriff","Richie Skiles","3","0.00%"
"Onaway 37","County Sheriff","James Fry Jr.","0","0.00%"
"Onaway 37","County Sheriff","Christopher Middleton","0","0.00%"
"Onaway 37","County Prosecuting Attorney","W.W. Bill Thompson","2","0.00%"
"Onaway 37","Retain Magistrate Judge Megan Marshall","YES","1","0.00%"
"Onaway 37","Retain Magistrate Judge Megan Marshall","NO","1","0.00%"
"Onaway 37","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","1","0.00%"
"Onaway 37","Latah Soil & Water Dist Supervisors","David Huggins","1","0.00%"
"Onaway 37","Latah Soil & Water Dist Supervisors","Kendall Kahl","1","0.00%"
"Onaway 37","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","1","0.00%"
"Onaway 37","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","2","0.00%"
"Onaway 37","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","0","0.00%"
"Onaway 37","Proposition 1","NO, make no change to the current primary and general election voting system.","3","0.00%"
"Palouse 26","United States President","Joel Skousen","1","0.00%"
"Palouse 26","United States President","Kamala D. Harris","90","0.00%"
"Palouse 26","United States President","Chase Oliver","0","0.00%"
"Palouse 26","United States President","Donald J. Trump","205","0.00%"
"Palouse 26","United States President","Shiva Ayyadurai","0","0.00%"
"Palouse 26","United States President","Claudia De la Cruz","0","0.00%"
"Palouse 26","United States President","Robert F Kennedy Jr.","10","0.00%"
"Palouse 26","United States President","Jill Stein","2","0.00%"
"Palouse 26","United States President","Randall Terry","0","0.00%"
"Palouse 26","United States Representative District 1","Brendan J. Gomez","4","0.00%"
"Palouse 26","United States Representative District 1","Kaylee Peterson","82","0.00%"
"Palouse 26","United States Representative District 1","Matt Loesby","6","0.00%"
"Palouse 26","United States Representative District 1","Russ Fulcher","201","0.00%"
"Palouse 26","State Senator District 6","Julia Parker","101","0.00%"
"Palouse 26","State Senator District 6","Dan Foreman","198","0.00%"
"Palouse 26","State Representative District 6 Seat A","Trish Carter-Goodheart","73","0.00%"
"Palouse 26","State Representative District 6 Seat A","Lori McCann","225","0.00%"
"Palouse 26","State Representative District 6 Seat B","Kathy Dawes","92","0.00%"
"Palouse 26","State Representative District 6 Seat B","Brandon Mitchell","209","0.00%"
"Palouse 26","County Commissioner District 1","Mark Thorne","75","0.00%"
"Palouse 26","County Commissioner District 1","Tony Johnson","224","0.00%"
"Palouse 26","County Commissioner District 3","John Bohman","89","0.00%"
"Palouse 26","County Commissioner District 3","Jason Stooks","202","0.00%"
"Palouse 26","County Sheriff","Richie Skiles","251","0.00%"
"Palouse 26","County Sheriff","James Fry Jr.","49","0.00%"
"Palouse 26","County Sheriff","Christopher Middleton","6","0.00%"
"Palouse 26","County Prosecuting Attorney","W.W. Bill Thompson","230","0.00%"
"Palouse 26","Retain Magistrate Judge Megan Marshall","YES","210","0.00%"
"Palouse 26","Retain Magistrate Judge Megan Marshall","NO","56","0.00%"
"Palouse 26","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","242","0.00%"
"Palouse 26","Latah Soil & Water Dist Supervisors","David Huggins","211","0.00%"
"Palouse 26","Latah Soil & Water Dist Supervisors","Kendall Kahl","197","0.00%"
"Palouse 26","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","194","0.00%"
"Palouse 26","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","105","0.00%"
"Palouse 26","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","98","0.00%"
"Palouse 26","Proposition 1","NO, make no change to the current primary and general election voting system.","204","0.00%"
"Potlatch 27","United States President","Joel Skousen","2","0.00%"
"Potlatch 27","United States President","Kamala D. Harris","132","0.00%"
"Potlatch 27","United States President","Chase Oliver","1","0.00%"
"Potlatch 27","United States President","Donald J. Trump","528","0.00%"
"Potlatch 27","United States President","Shiva Ayyadurai","1","0.00%"
"Potlatch 27","United States President","Claudia De la Cruz","0","0.00%"
"Potlatch 27","United States President","Robert F Kennedy Jr.","11","0.00%"
"Potlatch 27","United States President","Jill Stein","1","0.00%"
"Potlatch 27","United States President","Randall Terry","0","0.00%"
"Potlatch 27","United States Representative District 1","Brendan J. Gomez","9","0.00%"
"Potlatch 27","United States Representative District 1","Kaylee Peterson","121","0.00%"
"Potlatch 27","United States Representative District 1","Matt Loesby","10","0.00%"
"Potlatch 27","United States Representative District 1","Russ Fulcher","510","0.00%"
"Potlatch 27","State Senator District 6","Julia Parker","181","0.00%"
"Potlatch 27","State Senator District 6","Dan Foreman","494","0.00%"
"Potlatch 27","State Representative District 6 Seat A","Trish Carter-Goodheart","112","0.00%"
"Potlatch 27","State Representative District 6 Seat A","Lori McCann","552","0.00%"
"Potlatch 27","State Representative District 6 Seat B","Kathy Dawes","155","0.00%"
"Potlatch 27","State Representative District 6 Seat B","Brandon Mitchell","523","0.00%"
"Potlatch 27","County Commissioner District 1","Mark Thorne","131","0.00%"
"Potlatch 27","County Commissioner District 1","Tony Johnson","538","0.00%"
"Potlatch 27","County Commissioner District 3","John Bohman","159","0.00%"
"Potlatch 27","County Commissioner District 3","Jason Stooks","500","0.00%"
"Potlatch 27","County Sheriff","Richie Skiles","584","0.00%"
"Potlatch 27","County Sheriff","James Fry Jr.","66","0.00%"
"Potlatch 27","County Sheriff","Christopher Middleton","31","0.00%"
"Potlatch 27","County Prosecuting Attorney","W.W. Bill Thompson","479","0.00%"
"Potlatch 27","Retain Magistrate Judge Megan Marshall","YES","479","0.00%"
"Potlatch 27","Retain Magistrate Judge Megan Marshall","NO","97","0.00%"
"Potlatch 27","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","501","0.00%"
"Potlatch 27","Latah Soil & Water Dist Supervisors","David Huggins","460","0.00%"
"Potlatch 27","Latah Soil & Water Dist Supervisors","Kendall Kahl","440","0.00%"
"Potlatch 27","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","448","0.00%"
"Potlatch 27","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","215","0.00%"
"Potlatch 27","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","147","0.00%"
"Potlatch 27","Proposition 1","NO, make no change to the current primary and general election voting system.","530","0.00%"
"Princeton 28","United States President","Joel Skousen","0","0.00%"
"Princeton 28","United States President","Kamala D. Harris","62","0.00%"
"Princeton 28","United States President","Chase Oliver","3","0.00%"
"Princeton 28","United States President","Donald J. Trump","386","0.00%"
"Princeton 28","United States President","Shiva Ayyadurai","0","0.00%"
"Princeton 28","United States President","Claudia De la Cruz","0","0.00%"
"Princeton 28","United States President","Robert F Kennedy Jr.","9","0.00%"
"Princeton 28","United States President","Jill Stein","0","0.00%"
"Princeton 28","United States President","Randall Terry","0","0.00%"
"Princeton 28","United States Representative District 1","Brendan J. Gomez","7","0.00%"
"Princeton 28","United States Representative District 1","Kaylee Peterson","64","0.00%"
"Princeton 28","United States Representative District 1","Matt Loesby","9","0.00%"
"Princeton 28","United States Representative District 1","Russ Fulcher","362","0.00%"
"Princeton 28","State Senator District 6","Julia Parker","99","0.00%"
"Princeton 28","State Senator District 6","Dan Foreman","345","0.00%"
"Princeton 28","State Representative District 6 Seat A","Trish Carter-Goodheart","64","0.00%"
"Princeton 28","State Representative District 6 Seat A","Lori McCann","364","0.00%"
"Princeton 28","State Representative District 6 Seat B","Kathy Dawes","73","0.00%"
"Princeton 28","State Representative District 6 Seat B","Brandon Mitchell","375","0.00%"
"Princeton 28","County Commissioner District 1","Mark Thorne","61","0.00%"
"Princeton 28","County Commissioner District 1","Tony Johnson","384","0.00%"
"Princeton 28","County Commissioner District 3","John Bohman","74","0.00%"
"Princeton 28","County Commissioner District 3","Jason Stooks","364","0.00%"
"Princeton 28","County Sheriff","Richie Skiles","400","0.00%"
"Princeton 28","County Sheriff","James Fry Jr.","28","0.00%"
"Princeton 28","County Sheriff","Christopher Middleton","28","0.00%"
"Princeton 28","County Prosecuting Attorney","W.W. Bill Thompson","307","0.00%"
