UNOFFICIAL ELECTION RESULTS
LATAH
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Moscow 1","Retain Magistrate Judge Megan Marshall","NO","39","0.00%"
"Moscow 1","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","159","0.00%"
"Moscow 1","Latah Soil & Water Dist Supervisors","David Huggins","160","0.00%"
"Moscow 1","Latah Soil & Water Dist Supervisors","Kendall Kahl","155","0.00%"
"Moscow 1","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","130","0.00%"
"Moscow 1","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","82","0.00%"
"Moscow 1","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","88","0.00%"
"Moscow 1","Proposition 1","NO, make no change to the current primary and general election voting system.","123","0.00%"
"Moscow 10","United States President","Joel Skousen","0","0.00%"
"Moscow 10","United States President","Kamala D. Harris","471","0.00%"
"Moscow 10","United States President","Chase Oliver","1","0.00%"
"Moscow 10","United States President","Donald J. Trump","317","0.00%"
"Moscow 10","United States President","Shiva Ayyadurai","2","0.00%"
"Moscow 10","United States President","Claudia De la Cruz","1","0.00%"
"Moscow 10","United States President","Robert F Kennedy Jr.","19","0.00%"
"Moscow 10","United States President","Jill Stein","3","0.00%"
"Moscow 10","United States President","Randall Terry","2","0.00%"
"Moscow 10","United States Representative District 1","Brendan J. Gomez","9","0.00%"
"Moscow 10","United States Representative District 1","Kaylee Peterson","462","0.00%"
"Moscow 10","United States Representative District 1","Matt Loesby","18","0.00%"
"Moscow 10","United States Representative District 1","Russ Fulcher","318","0.00%"
"Moscow 10","State Senator District 6","Julia Parker","531","0.00%"
"Moscow 10","State Senator District 6","Dan Foreman","290","0.00%"
"Moscow 10","State Representative District 6 Seat A","Trish Carter-Goodheart","427","0.00%"
"Moscow 10","State Representative District 6 Seat A","Lori McCann","387","0.00%"
"Moscow 10","State Representative District 6 Seat B","Kathy Dawes","498","0.00%"
"Moscow 10","State Representative District 6 Seat B","Brandon Mitchell","322","0.00%"
"Moscow 10","County Commissioner District 1","Mark Thorne","453","0.00%"
"Moscow 10","County Commissioner District 1","Tony Johnson","358","0.00%"
"Moscow 10","County Commissioner District 3","John Bohman","489","0.00%"
"Moscow 10","County Commissioner District 3","Jason Stooks","315","0.00%"
"Moscow 10","County Sheriff","Richie Skiles","370","0.00%"
"Moscow 10","County Sheriff","James Fry Jr.","359","0.00%"
"Moscow 10","County Sheriff","Christopher Middleton","63","0.00%"
"Moscow 10","County Prosecuting Attorney","W.W. Bill Thompson","692","0.00%"
"Moscow 10","Retain Magistrate Judge Megan Marshall","YES","601","0.00%"
"Moscow 10","Retain Magistrate Judge Megan Marshall","NO","131","0.00%"
"Moscow 10","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","608","0.00%"
"Moscow 10","Latah Soil & Water Dist Supervisors","David Huggins","599","0.00%"
"Moscow 10","Latah Soil & Water Dist Supervisors","Kendall Kahl","599","0.00%"
"Moscow 10","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","396","0.00%"
"Moscow 10","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","419","0.00%"
"Moscow 10","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","464","0.00%"
"Moscow 10","Proposition 1","NO, make no change to the current primary and general election voting system.","353","0.00%"
"Moscow 11","United States President","Joel Skousen","2","0.00%"
"Moscow 11","United States President","Kamala D. Harris","462","0.00%"
"Moscow 11","United States President","Chase Oliver","9","0.00%"
"Moscow 11","United States President","Donald J. Trump","267","0.00%"
"Moscow 11","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 11","United States President","Claudia De la Cruz","1","0.00%"
"Moscow 11","United States President","Robert F Kennedy Jr.","9","0.00%"
"Moscow 11","United States President","Jill Stein","8","0.00%"
"Moscow 11","United States President","Randall Terry","1","0.00%"
"Moscow 11","United States Representative District 1","Brendan J. Gomez","12","0.00%"
"Moscow 11","United States Representative District 1","Kaylee Peterson","453","0.00%"
"Moscow 11","United States Representative District 1","Matt Loesby","19","0.00%"
"Moscow 11","United States Representative District 1","Russ Fulcher","266","0.00%"
"Moscow 11","State Senator District 6","Julia Parker","514","0.00%"
"Moscow 11","State Senator District 6","Dan Foreman","252","0.00%"
"Moscow 11","State Representative District 6 Seat A","Trish Carter-Goodheart","407","0.00%"
"Moscow 11","State Representative District 6 Seat A","Lori McCann","351","0.00%"
"Moscow 11","State Representative District 6 Seat B","Kathy Dawes","485","0.00%"
"Moscow 11","State Representative District 6 Seat B","Brandon Mitchell","283","0.00%"
"Moscow 11","County Commissioner District 1","Mark Thorne","446","0.00%"
"Moscow 11","County Commissioner District 1","Tony Johnson","309","0.00%"
"Moscow 11","County Commissioner District 3","John Bohman","480","0.00%"
"Moscow 11","County Commissioner District 3","Jason Stooks","276","0.00%"
"Moscow 11","County Sheriff","Richie Skiles","357","0.00%"
"Moscow 11","County Sheriff","James Fry Jr.","339","0.00%"
"Moscow 11","County Sheriff","Christopher Middleton","36","0.00%"
"Moscow 11","County Prosecuting Attorney","W.W. Bill Thompson","616","0.00%"
"Moscow 11","Retain Magistrate Judge Megan Marshall","YES","549","0.00%"
"Moscow 11","Retain Magistrate Judge Megan Marshall","NO","124","0.00%"
"Moscow 11","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","533","0.00%"
"Moscow 11","Latah Soil & Water Dist Supervisors","David Huggins","540","0.00%"
"Moscow 11","Latah Soil & Water Dist Supervisors","Kendall Kahl","518","0.00%"
"Moscow 11","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","373","0.00%"
"Moscow 11","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","387","0.00%"
"Moscow 11","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","455","0.00%"
"Moscow 11","Proposition 1","NO, make no change to the current primary and general election voting system.","313","0.00%"
"Moscow 12","United States President","Joel Skousen","2","0.00%"
"Moscow 12","United States President","Kamala D. Harris","409","0.00%"
"Moscow 12","United States President","Chase Oliver","2","0.00%"
"Moscow 12","United States President","Donald J. Trump","504","0.00%"
"Moscow 12","United States President","Shiva Ayyadurai","1","0.00%"
"Moscow 12","United States President","Claudia De la Cruz","4","0.00%"
"Moscow 12","United States President","Robert F Kennedy Jr.","17","0.00%"
"Moscow 12","United States President","Jill Stein","2","0.00%"
"Moscow 12","United States President","Randall Terry","3","0.00%"
"Moscow 12","United States Representative District 1","Brendan J. Gomez","10","0.00%"
"Moscow 12","United States Representative District 1","Kaylee Peterson","386","0.00%"
"Moscow 12","United States Representative District 1","Matt Loesby","19","0.00%"
"Moscow 12","United States Representative District 1","Russ Fulcher","493","0.00%"
"Moscow 12","State Senator District 6","Julia Parker","484","0.00%"
"Moscow 12","State Senator District 6","Dan Foreman","453","0.00%"
"Moscow 12","State Representative District 6 Seat A","Trish Carter-Goodheart","348","0.00%"
"Moscow 12","State Representative District 6 Seat A","Lori McCann","572","0.00%"
"Moscow 12","State Representative District 6 Seat B","Kathy Dawes","433","0.00%"
"Moscow 12","State Representative District 6 Seat B","Brandon Mitchell","504","0.00%"
"Moscow 12","County Commissioner District 1","Mark Thorne","349","0.00%"
"Moscow 12","County Commissioner District 1","Tony Johnson","575","0.00%"
"Moscow 12","County Commissioner District 3","John Bohman","429","0.00%"
"Moscow 12","County Commissioner District 3","Jason Stooks","483","0.00%"
"Moscow 12","County Sheriff","Richie Skiles","490","0.00%"
"Moscow 12","County Sheriff","James Fry Jr.","365","0.00%"
"Moscow 12","County Sheriff","Christopher Middleton","63","0.00%"
"Moscow 12","County Prosecuting Attorney","W.W. Bill Thompson","721","0.00%"
"Moscow 12","Retain Magistrate Judge Megan Marshall","YES","671","0.00%"
"Moscow 12","Retain Magistrate Judge Megan Marshall","NO","159","0.00%"
"Moscow 12","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","670","0.00%"
"Moscow 12","Latah Soil & Water Dist Supervisors","David Huggins","649","0.00%"
"Moscow 12","Latah Soil & Water Dist Supervisors","Kendall Kahl","626","0.00%"
"Moscow 12","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","574","0.00%"
"Moscow 12","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","363","0.00%"
"Moscow 12","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","397","0.00%"
"Moscow 12","Proposition 1","NO, make no change to the current primary and general election voting system.","539","0.00%"
"Moscow 13","United States President","Joel Skousen","0","0.00%"
"Moscow 13","United States President","Kamala D. Harris","372","0.00%"
"Moscow 13","United States President","Chase Oliver","9","0.00%"
"Moscow 13","United States President","Donald J. Trump","204","0.00%"
"Moscow 13","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 13","United States President","Claudia De la Cruz","0","0.00%"
"Moscow 13","United States President","Robert F Kennedy Jr.","7","0.00%"
"Moscow 13","United States President","Jill Stein","4","0.00%"
"Moscow 13","United States President","Randall Terry","5","0.00%"
"Moscow 13","United States Representative District 1","Brendan J. Gomez","5","0.00%"
"Moscow 13","United States Representative District 1","Kaylee Peterson","365","0.00%"
"Moscow 13","United States Representative District 1","Matt Loesby","13","0.00%"
"Moscow 13","United States Representative District 1","Russ Fulcher","194","0.00%"
"Moscow 13","State Senator District 6","Julia Parker","412","0.00%"
"Moscow 13","State Senator District 6","Dan Foreman","180","0.00%"
"Moscow 13","State Representative District 6 Seat A","Trish Carter-Goodheart","318","0.00%"
"Moscow 13","State Representative District 6 Seat A","Lori McCann","268","0.00%"
"Moscow 13","State Representative District 6 Seat B","Kathy Dawes","389","0.00%"
"Moscow 13","State Representative District 6 Seat B","Brandon Mitchell","207","0.00%"
"Moscow 13","County Commissioner District 1","Mark Thorne","363","0.00%"
"Moscow 13","County Commissioner District 1","Tony Johnson","227","0.00%"
"Moscow 13","County Commissioner District 3","John Bohman","383","0.00%"
"Moscow 13","County Commissioner District 3","Jason Stooks","204","0.00%"
"Moscow 13","County Sheriff","Richie Skiles","265","0.00%"
"Moscow 13","County Sheriff","James Fry Jr.","260","0.00%"
"Moscow 13","County Sheriff","Christopher Middleton","39","0.00%"
"Moscow 13","County Prosecuting Attorney","W.W. Bill Thompson","518","0.00%"
"Moscow 13","Retain Magistrate Judge Megan Marshall","YES","467","0.00%"
"Moscow 13","Retain Magistrate Judge Megan Marshall","NO","82","0.00%"
"Moscow 13","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","447","0.00%"
"Moscow 13","Latah Soil & Water Dist Supervisors","David Huggins","444","0.00%"
"Moscow 13","Latah Soil & Water Dist Supervisors","Kendall Kahl","444","0.00%"
"Moscow 13","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","284","0.00%"
"Moscow 13","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","305","0.00%"
"Moscow 13","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","349","0.00%"
"Moscow 13","Proposition 1","NO, make no change to the current primary and general election voting system.","245","0.00%"
"Moscow 14","United States President","Joel Skousen","2","0.00%"
"Moscow 14","United States President","Kamala D. Harris","475","0.00%"
"Moscow 14","United States President","Chase Oliver","8","0.00%"
"Moscow 14","United States President","Donald J. Trump","240","0.00%"
"Moscow 14","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 14","United States President","Claudia De la Cruz","4","0.00%"
"Moscow 14","United States President","Robert F Kennedy Jr.","10","0.00%"
"Moscow 14","United States President","Jill Stein","8","0.00%"
"Moscow 14","United States President","Randall Terry","0","0.00%"
"Moscow 14","United States Representative District 1","Brendan J. Gomez","5","0.00%"
"Moscow 14","United States Representative District 1","Kaylee Peterson","465","0.00%"
"Moscow 14","United States Representative District 1","Matt Loesby","18","0.00%"
"Moscow 14","United States Representative District 1","Russ Fulcher","237","0.00%"
"Moscow 14","State Senator District 6","Julia Parker","503","0.00%"
"Moscow 14","State Senator District 6","Dan Foreman","245","0.00%"
"Moscow 14","State Representative District 6 Seat A","Trish Carter-Goodheart","445","0.00%"
"Moscow 14","State Representative District 6 Seat A","Lori McCann","292","0.00%"
"Moscow 14","State Representative District 6 Seat B","Kathy Dawes","493","0.00%"
"Moscow 14","State Representative District 6 Seat B","Brandon Mitchell","251","0.00%"
"Moscow 14","County Commissioner District 1","Mark Thorne","473","0.00%"
"Moscow 14","County Commissioner District 1","Tony Johnson","263","0.00%"
"Moscow 14","County Commissioner District 3","John Bohman","479","0.00%"
"Moscow 14","County Commissioner District 3","Jason Stooks","252","0.00%"
"Moscow 14","County Sheriff","Richie Skiles","336","0.00%"
"Moscow 14","County Sheriff","James Fry Jr.","285","0.00%"
"Moscow 14","County Sheriff","Christopher Middleton","86","0.00%"
"Moscow 14","County Prosecuting Attorney","W.W. Bill Thompson","635","0.00%"
"Moscow 14","Retain Magistrate Judge Megan Marshall","YES","533","0.00%"
"Moscow 14","Retain Magistrate Judge Megan Marshall","NO","144","0.00%"
"Moscow 14","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","544","0.00%"
"Moscow 14","Latah Soil & Water Dist Supervisors","David Huggins","562","0.00%"
"Moscow 14","Latah Soil & Water Dist Supervisors","Kendall Kahl","549","0.00%"
"Moscow 14","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","306","0.00%"
"Moscow 14","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","424","0.00%"
"Moscow 14","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","460","0.00%"
"Moscow 14","Proposition 1","NO, make no change to the current primary and general election voting system.","277","0.00%"
"Moscow 15","United States President","Joel Skousen","1","0.00%"
"Moscow 15","United States President","Kamala D. Harris","454","0.00%"
"Moscow 15","United States President","Chase Oliver","3","0.00%"
"Moscow 15","United States President","Donald J. Trump","241","0.00%"
"Moscow 15","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 15","United States President","Claudia De la Cruz","1","0.00%"
"Moscow 15","United States President","Robert F Kennedy Jr.","15","0.00%"
"Moscow 15","United States President","Jill Stein","9","0.00%"
"Moscow 15","United States President","Randall Terry","0","0.00%"
"Moscow 15","United States Representative District 1","Brendan J. Gomez","5","0.00%"
"Moscow 15","United States Representative District 1","Kaylee Peterson","449","0.00%"
"Moscow 15","United States Representative District 1","Matt Loesby","19","0.00%"
"Moscow 15","United States Representative District 1","Russ Fulcher","242","0.00%"
"Moscow 15","State Senator District 6","Julia Parker","502","0.00%"
"Moscow 15","State Senator District 6","Dan Foreman","226","0.00%"
"Moscow 15","State Representative District 6 Seat A","Trish Carter-Goodheart","401","0.00%"
"Moscow 15","State Representative District 6 Seat A","Lori McCann","320","0.00%"
"Moscow 15","State Representative District 6 Seat B","Kathy Dawes","479","0.00%"
"Moscow 15","State Representative District 6 Seat B","Brandon Mitchell","251","0.00%"
"Moscow 15","County Commissioner District 1","Mark Thorne","453","0.00%"
"Moscow 15","County Commissioner District 1","Tony Johnson","271","0.00%"
"Moscow 15","County Commissioner District 3","John Bohman","477","0.00%"
"Moscow 15","County Commissioner District 3","Jason Stooks","238","0.00%"
"Moscow 15","County Sheriff","Richie Skiles","325","0.00%"
"Moscow 15","County Sheriff","James Fry Jr.","331","0.00%"
"Moscow 15","County Sheriff","Christopher Middleton","43","0.00%"
"Moscow 15","County Prosecuting Attorney","W.W. Bill Thompson","640","0.00%"
"Moscow 15","Retain Magistrate Judge Megan Marshall","YES","537","0.00%"
"Moscow 15","Retain Magistrate Judge Megan Marshall","NO","120","0.00%"
"Moscow 15","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","546","0.00%"
"Moscow 15","Latah Soil & Water Dist Supervisors","David Huggins","543","0.00%"
"Moscow 15","Latah Soil & Water Dist Supervisors","Kendall Kahl","525","0.00%"
"Moscow 15","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","301","0.00%"
"Moscow 15","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","417","0.00%"
"Moscow 15","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","452","0.00%"
"Moscow 15","Proposition 1","NO, make no change to the current primary and general election voting system.","273","0.00%"
"Moscow 16","United States President","Joel Skousen","0","0.00%"
"Moscow 16","United States President","Kamala D. Harris","372","0.00%"
"Moscow 16","United States President","Chase Oliver","4","0.00%"
"Moscow 16","United States President","Donald J. Trump","260","0.00%"
"Moscow 16","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 16","United States President","Claudia De la Cruz","3","0.00%"
"Moscow 16","United States President","Robert F Kennedy Jr.","11","0.00%"
"Moscow 16","United States President","Jill Stein","7","0.00%"
"Moscow 16","United States President","Randall Terry","0","0.00%"
"Moscow 16","United States Representative District 1","Brendan J. Gomez","6","0.00%"
"Moscow 16","United States Representative District 1","Kaylee Peterson","374","0.00%"
"Moscow 16","United States Representative District 1","Matt Loesby","15","0.00%"
"Moscow 16","United States Representative District 1","Russ Fulcher","238","0.00%"
"Moscow 16","State Senator District 6","Julia Parker","408","0.00%"
"Moscow 16","State Senator District 6","Dan Foreman","245","0.00%"
"Moscow 16","State Representative District 6 Seat A","Trish Carter-Goodheart","368","0.00%"
"Moscow 16","State Representative District 6 Seat A","Lori McCann","269","0.00%"
"Moscow 16","State Representative District 6 Seat B","Kathy Dawes","389","0.00%"
"Moscow 16","State Representative District 6 Seat B","Brandon Mitchell","254","0.00%"
"Moscow 16","County Commissioner District 1","Mark Thorne","373","0.00%"
"Moscow 16","County Commissioner District 1","Tony Johnson","262","0.00%"
"Moscow 16","County Commissioner District 3","John Bohman","380","0.00%"
"Moscow 16","County Commissioner District 3","Jason Stooks","250","0.00%"
"Moscow 16","County Sheriff","Richie Skiles","281","0.00%"
"Moscow 16","County Sheriff","James Fry Jr.","229","0.00%"
"Moscow 16","County Sheriff","Christopher Middleton","81","0.00%"
"Moscow 16","County Prosecuting Attorney","W.W. Bill Thompson","526","0.00%"
"Moscow 16","Retain Magistrate Judge Megan Marshall","YES","439","0.00%"
"Moscow 16","Retain Magistrate Judge Megan Marshall","NO","122","0.00%"
"Moscow 16","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","457","0.00%"
"Moscow 16","Latah Soil & Water Dist Supervisors","David Huggins","460","0.00%"
"Moscow 16","Latah Soil & Water Dist Supervisors","Kendall Kahl","454","0.00%"
"Moscow 16","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","321","0.00%"
"Moscow 16","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","317","0.00%"
"Moscow 16","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","340","0.00%"
"Moscow 16","Proposition 1","NO, make no change to the current primary and general election voting system.","313","0.00%"
"Moscow 17","United States President","Joel Skousen","0","0.00%"
"Moscow 17","United States President","Kamala D. Harris","393","0.00%"
"Moscow 17","United States President","Chase Oliver","4","0.00%"
"Moscow 17","United States President","Donald J. Trump","414","0.00%"
"Moscow 17","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 17","United States President","Claudia De la Cruz","1","0.00%"
"Moscow 17","United States President","Robert F Kennedy Jr.","16","0.00%"
"Moscow 17","United States President","Jill Stein","6","0.00%"
"Moscow 17","United States President","Randall Terry","1","0.00%"
"Moscow 17","United States Representative District 1","Brendan J. Gomez","8","0.00%"
"Moscow 17","United States Representative District 1","Kaylee Peterson","390","0.00%"
"Moscow 17","United States Representative District 1","Matt Loesby","20","0.00%"
"Moscow 17","United States Representative District 1","Russ Fulcher","403","0.00%"
"Moscow 17","State Senator District 6","Julia Parker","481","0.00%"
"Moscow 17","State Senator District 6","Dan Foreman","367","0.00%"
"Moscow 17","State Representative District 6 Seat A","Trish Carter-Goodheart","329","0.00%"
"Moscow 17","State Representative District 6 Seat A","Lori McCann","512","0.00%"
"Moscow 17","State Representative District 6 Seat B","Kathy Dawes","429","0.00%"
"Moscow 17","State Representative District 6 Seat B","Brandon Mitchell","423","0.00%"
"Moscow 17","County Commissioner District 1","Mark Thorne","373","0.00%"
"Moscow 17","County Commissioner District 1","Tony Johnson","465","0.00%"
"Moscow 17","County Commissioner District 3","John Bohman","431","0.00%"
"Moscow 17","County Commissioner District 3","Jason Stooks","398","0.00%"
"Moscow 17","County Sheriff","Richie Skiles","468","0.00%"
"Moscow 17","County Sheriff","James Fry Jr.","317","0.00%"
"Moscow 17","County Sheriff","Christopher Middleton","46","0.00%"
"Moscow 17","County Prosecuting Attorney","W.W. Bill Thompson","676","0.00%"
"Moscow 17","Retain Magistrate Judge Megan Marshall","YES","613","0.00%"
"Moscow 17","Retain Magistrate Judge Megan Marshall","NO","134","0.00%"
"Moscow 17","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","631","0.00%"
"Moscow 17","Latah Soil & Water Dist Supervisors","David Huggins","598","0.00%"
"Moscow 17","Latah Soil & Water Dist Supervisors","Kendall Kahl","588","0.00%"
"Moscow 17","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","490","0.00%"
"Moscow 17","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","347","0.00%"
"Moscow 17","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","373","0.00%"
"Moscow 17","Proposition 1","NO, make no change to the current primary and general election voting system.","469","0.00%"
"Moscow 18","United States President","Joel Skousen","0","0.00%"
"Moscow 18","United States President","Kamala D. Harris","317","0.00%"
"Moscow 18","United States President","Chase Oliver","3","0.00%"
"Moscow 18","United States President","Donald J. Trump","159","0.00%"
"Moscow 18","United States President","Shiva Ayyadurai","1","0.00%"
"Moscow 18","United States President","Claudia De la Cruz","3","0.00%"
"Moscow 18","United States President","Robert F Kennedy Jr.","7","0.00%"
"Moscow 18","United States President","Jill Stein","6","0.00%"
"Moscow 18","United States President","Randall Terry","0","0.00%"
"Moscow 18","United States Representative District 1","Brendan J. Gomez","5","0.00%"
"Moscow 18","United States Representative District 1","Kaylee Peterson","298","0.00%"
"Moscow 18","United States Representative District 1","Matt Loesby","22","0.00%"
"Moscow 18","United States Representative District 1","Russ Fulcher","144","0.00%"
"Moscow 18","State Senator District 6","Julia Parker","334","0.00%"
"Moscow 18","State Senator District 6","Dan Foreman","140","0.00%"
"Moscow 18","State Representative District 6 Seat A","Trish Carter-Goodheart","315","0.00%"
"Moscow 18","State Representative District 6 Seat A","Lori McCann","149","0.00%"
"Moscow 18","State Representative District 6 Seat B","Kathy Dawes","326","0.00%"
"Moscow 18","State Representative District 6 Seat B","Brandon Mitchell","141","0.00%"
"Moscow 18","County Commissioner District 1","Mark Thorne","320","0.00%"
"Moscow 18","County Commissioner District 1","Tony Johnson","144","0.00%"
"Moscow 18","County Commissioner District 3","John Bohman","306","0.00%"
"Moscow 18","County Commissioner District 3","Jason Stooks","156","0.00%"
"Moscow 18","County Sheriff","Richie Skiles","170","0.00%"
"Moscow 18","County Sheriff","James Fry Jr.","187","0.00%"
"Moscow 18","County Sheriff","Christopher Middleton","75","0.00%"
"Moscow 18","County Prosecuting Attorney","W.W. Bill Thompson","416","0.00%"
"Moscow 18","Retain Magistrate Judge Megan Marshall","YES","332","0.00%"
"Moscow 18","Retain Magistrate Judge Megan Marshall","NO","63","0.00%"
"Moscow 18","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","356","0.00%"
"Moscow 18","Latah Soil & Water Dist Supervisors","David Huggins","359","0.00%"
"Moscow 18","Latah Soil & Water Dist Supervisors","Kendall Kahl","361","0.00%"
"Moscow 18","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","216","0.00%"
"Moscow 18","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","264","0.00%"
"Moscow 18","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","303","0.00%"
"Moscow 18","Proposition 1","NO, make no change to the current primary and general election voting system.","183","0.00%"
"Moscow 2","United States President","Joel Skousen","1","0.00%"
"Moscow 2","United States President","Kamala D. Harris","452","0.00%"
"Moscow 2","United States President","Chase Oliver","14","0.00%"
"Moscow 2","United States President","Donald J. Trump","401","0.00%"
"Moscow 2","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 2","United States President","Claudia De la Cruz","3","0.00%"
"Moscow 2","United States President","Robert F Kennedy Jr.","11","0.00%"
"Moscow 2","United States President","Jill Stein","6","0.00%"
"Moscow 2","United States President","Randall Terry","3","0.00%"
"Moscow 2","United States Representative District 1","Brendan J. Gomez","11","0.00%"
"Moscow 2","United States Representative District 1","Kaylee Peterson","430","0.00%"
"Moscow 2","United States Representative District 1","Matt Loesby","30","0.00%"
"Moscow 2","United States Representative District 1","Russ Fulcher","389","0.00%"
"Moscow 2","State Senator District 6","Julia Parker","497","0.00%"
"Moscow 2","State Senator District 6","Dan Foreman","379","0.00%"
"Moscow 2","State Representative District 6 Seat A","Trish Carter-Goodheart","423","0.00%"
"Moscow 2","State Representative District 6 Seat A","Lori McCann","447","0.00%"
"Moscow 2","State Representative District 6 Seat B","Kathy Dawes","460","0.00%"
"Moscow 2","State Representative District 6 Seat B","Brandon Mitchell","420","0.00%"
"Moscow 2","County Commissioner District 1","Mark Thorne","422","0.00%"
"Moscow 2","County Commissioner District 1","Tony Johnson","442","0.00%"
"Moscow 2","County Commissioner District 3","John Bohman","446","0.00%"
"Moscow 2","County Commissioner District 3","Jason Stooks","411","0.00%"
"Moscow 2","County Sheriff","Richie Skiles","477","0.00%"
"Moscow 2","County Sheriff","James Fry Jr.","258","0.00%"
"Moscow 2","County Sheriff","Christopher Middleton","113","0.00%"
"Moscow 2","County Prosecuting Attorney","W.W. Bill Thompson","695","0.00%"
"Moscow 2","Retain Magistrate Judge Megan Marshall","YES","584","0.00%"
"Moscow 2","Retain Magistrate Judge Megan Marshall","NO","195","0.00%"
"Moscow 2","Latah Soil & Water Dist Supervisors","Kyle N. Hawley","644","0.00%"
"Moscow 2","Latah Soil & Water Dist Supervisors","David Huggins","633","0.00%"
"Moscow 2","Latah Soil & Water Dist Supervisors","Kendall Kahl","623","0.00%"
"Moscow 2","Idaho Constitutional Amendment","YES, approve the proposed Constitutional Amendment for additional language providing that only United States citizens may vote in elections in the State of Idaho.","486","0.00%"
"Moscow 2","Idaho Constitutional Amendment","NO, make no change to the Idaho Constitution.","395","0.00%"
"Moscow 2","Proposition 1","YES, replace Idaho's primary election with a single top-four primary and change Idaho's general election to a ranked-choice voting system.","428","0.00%"
"Moscow 2","Proposition 1","NO, make no change to the current primary and general election voting system.","454","0.00%"
"Moscow 3","United States President","Joel Skousen","3","0.00%"
"Moscow 3","United States President","Kamala D. Harris","417","0.00%"
"Moscow 3","United States President","Chase Oliver","7","0.00%"
"Moscow 3","United States President","Donald J. Trump","478","0.00%"
"Moscow 3","United States President","Shiva Ayyadurai","0","0.00%"
"Moscow 3","United States President","Claudia De la Cruz","2","0.00%"
"Moscow 3","United States President","Robert F Kennedy Jr.","16","0.00%"
"Moscow 3","United States President","Jill Stein","8","0.00%"
"Moscow 3","United States President","Randall Terry","0","0.00%"
