OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,TRACT,TRACTFIPS,POPULATION,WFIR_RISKV,WFIR_RISKS,WFIR_RISKR
24722,T16031950500,Idaho,ID,16,Cassia,County,31,16031,950500,031950500,6008,9148.965385,83.44075536,Relatively Low
24723,T16031950600,Idaho,ID,16,Cassia,County,31,16031,950600,031950600,2402,627151.4936,98.48856015,Relatively High
24724,T16033950100,Idaho,ID,16,Clark,County,33,16033,950100,033950100,783,128308.9826,94.66893402,Relatively Moderate
24725,T16035940001,Idaho,ID,16,Clearwater,County,35,16035,940001,035940001,1950,494419.9896,98.11278124,Relatively High
24726,T16035940002,Idaho,ID,16,Clearwater,County,35,16035,940002,035940002,3827,991110.6602,99.0890929,Relatively High
24727,T16035970100,Idaho,ID,16,Clearwater,County,35,16035,970100,035970100,2951,1029416.578,99.13190315,Relatively High
24728,T16037960200,Idaho,ID,16,Custer,County,37,16037,960200,037960200,4271,720115.3269,98.73234077,Relatively High
24729,T16039960100,Idaho,ID,16,Elmore,County,39,16039,960100,039960100,2767,2437309.595,99.68130143,Very High
24730,T16039960201,Idaho,ID,16,Elmore,County,39,16039,960201,039960201,4955,5374002.082,99.91794701,Very High
24731,T16039960202,Idaho,ID,16,Elmore,County,39,16039,960202,039960202,4398,164995.7652,95.48232888,Relatively High
24732,T16039960300,Idaho,ID,16,Elmore,County,39,16039,960300,039960300,4278,305943.9102,97.09247015,Relatively High
24733,T16039960401,Idaho,ID,16,Elmore,County,39,16039,960401,039960401,5471,5943352.795,99.9274604,Very High
24734,T16039960402,Idaho,ID,16,Elmore,County,39,16039,960402,039960402,3490,0,0,No Rating
24735,T16039960500,Idaho,ID,16,Elmore,County,39,16039,960500,039960500,3171,310687.5004,97.14360462,Relatively High
24736,T16041970100,Idaho,ID,16,Franklin,County,41,16041,970100,041970100,6736,311035.4506,97.14717214,Relatively High
24737,T16041970200,Idaho,ID,16,Franklin,County,41,16041,970200,041970200,7441,165008.2,95.48351805,Relatively High
24738,T16043970100,Idaho,ID,16,Fremont,County,43,16043,970100,043970100,1513,441882.3974,97.90229748,Relatively High
24739,T16043970200,Idaho,ID,16,Fremont,County,43,16043,970200,043970200,3551,87977.07801,93.36559958,Relatively Moderate
24740,T16043970301,Idaho,ID,16,Fremont,County,43,16043,970301,043970301,4813,34881.33671,89.66370166,Relatively Moderate
24741,T16043970302,Idaho,ID,16,Fremont,County,43,16043,970302,043970302,3464,56867.48837,91.67102697,Relatively Moderate
24742,T16045960100,Idaho,ID,16,Gem,County,45,16045,960100,045960100,4780,1868274.021,99.55168149,Very High
24743,T16045960200,Idaho,ID,16,Gem,County,45,16045,960200,045960200,6471,2088957.41,99.60400514,Very High
24744,T16045960301,Idaho,ID,16,Gem,County,45,16045,960301,045960301,4352,436425.2088,97.87375731,Relatively High
24745,T16045960302,Idaho,ID,16,Gem,County,45,16045,960302,045960302,3495,440820.1141,97.89278409,Relatively High
24746,T16047960101,Idaho,ID,16,Gooding,County,47,16047,960101,047960101,3938,6424.525176,81.77947962,Relatively Low
24747,T16047960102,Idaho,ID,16,Gooding,County,47,16047,960102,047960102,3652,1490733.643,99.44465585,Very High
24748,T16047960201,Idaho,ID,16,Gooding,County,47,16047,960201,047960201,4886,459315.3552,97.97126956,Relatively High
24749,T16047960202,Idaho,ID,16,Gooding,County,47,16047,960202,047960202,3108,1340369.581,99.35903534,Very High
24750,T16049940000,Idaho,ID,16,Idaho,County,49,16049,940000,049940000,4263,2755815.703,99.74670599,Very High
24751,T16049960100,Idaho,ID,16,Idaho,County,49,16049,960100,049960100,2096,8697939.27,99.96075727,Very High
24752,T16049960201,Idaho,ID,16,Idaho,County,49,16049,960201,049960201,1794,1221376.504,99.27579318,Very High
24753,T16049960202,Idaho,ID,16,Idaho,County,49,16049,960202,049960202,4712,2677235.743,99.73124673,Very High
24754,T16049960300,Idaho,ID,16,Idaho,County,49,16049,960300,049960300,2186,700599.6764,98.68358465,Relatively High
24755,T16049960400,Idaho,ID,16,Idaho,County,49,16049,960400,049960400,1389,2453863.61,99.68367978,Very High
24756,T16051960100,Idaho,ID,16,Jefferson,County,51,16051,960100,051960100,3950,41020.32351,90.36293583,Relatively Moderate
24757,T16051960200,Idaho,ID,16,Jefferson,County,51,16051,960200,051960200,4203,2896.422458,77.43542786,Relatively Low
24758,T16051960301,Idaho,ID,16,Jefferson,County,51,16051,960301,051960301,3304,349.1079708,50.20929458,Very Low
24759,T16051960302,Idaho,ID,16,Jefferson,County,51,16051,960302,051960302,5996,2866.444508,77.3569424,Relatively Low
24760,T16051960401,Idaho,ID,16,Jefferson,County,51,16051,960401,051960401,6394,7481.025259,82.46563288,Relatively Low
24761,T16051960402,Idaho,ID,16,Jefferson,County,51,16051,960402,051960402,6978,12154.62959,84.78214337,Relatively Low
24762,T16053970100,Idaho,ID,16,Jerome,County,53,16053,970100,053970100,3255,153202.8303,95.22665652,Relatively High
24763,T16053970200,Idaho,ID,16,Jerome,County,53,16053,970200,053970200,4242,20531.84866,87.26038149,Relatively Moderate
24764,T16053970300,Idaho,ID,16,Jerome,County,53,16053,970300,053970300,5895,3329.23729,78.33206488,Relatively Low
24765,T16053970400,Idaho,ID,16,Jerome,County,53,16053,970400,053970400,3467,66.00550892,32.83308757,Very Low
24766,T16053970501,Idaho,ID,16,Jerome,County,53,16053,970501,053970501,4862,318458.975,97.19592827,Relatively High
24767,T16053970502,Idaho,ID,16,Jerome,County,53,16053,970502,053970502,2487,381985.8685,97.60738239,Relatively High
24768,T16055000101,Idaho,ID,16,Kootenai,County,55,16055,101,055000101,3051,2030.011939,74.33287352,Relatively Low
24769,T16055000102,Idaho,ID,16,Kootenai,County,55,16055,102,055000102,4722,6558.879498,81.86747848,Relatively Low
24770,T16055000201,Idaho,ID,16,Kootenai,County,55,16055,201,055000201,3561,5757.214024,81.25743234,Relatively Low
24771,T16055000202,Idaho,ID,16,Kootenai,County,55,16055,202,055000202,3514,4991.601812,80.55700899,Relatively Low
24772,T16055000203,Idaho,ID,16,Kootenai,County,55,16055,203,055000203,3484,7646.755451,82.58811778,Relatively Low
24773,T16055000301,Idaho,ID,16,Kootenai,County,55,16055,301,055000301,7263,4289.353447,79.74004662,Relatively Low
24774,T16055000303,Idaho,ID,16,Kootenai,County,55,16055,303,055000303,5688,6.719543125,26.26409171,Very Low
24775,T16055000304,Idaho,ID,16,Kootenai,County,55,16055,304,055000304,3205,2977.965065,77.63639823,Relatively Low
24776,T16055000401,Idaho,ID,16,Kootenai,County,55,16055,401,055000401,7020,5548.072744,81.07073206,Relatively Low
24777,T16055000402,Idaho,ID,16,Kootenai,County,55,16055,402,055000402,9289,177.1842054,41.95880702,Very Low
24778,T16055000501,Idaho,ID,16,Kootenai,County,55,16055,501,055000501,6254,437.1304583,53.10136517,Relatively Low
24779,T16055000502,Idaho,ID,16,Kootenai,County,55,16055,502,055000502,6296,758.8087268,61.04623508,Relatively Low
24780,T16055000503,Idaho,ID,16,Kootenai,County,55,16055,503,055000503,4384,128.4600395,38.52804072,Very Low
24781,T16055000601,Idaho,ID,16,Kootenai,County,55,16055,601,055000601,4751,268.0173357,46.77971745,Very Low
24782,T16055000602,Idaho,ID,16,Kootenai,County,55,16055,602,055000602,6444,78.56233217,34.0555582,Very Low
24783,T16055000701,Idaho,ID,16,Kootenai,County,55,16055,701,055000701,4966,358.6211813,50.53750654,Relatively Low
24784,T16055000702,Idaho,ID,16,Kootenai,County,55,16055,702,055000702,4850,247.4538013,45.75940636,Very Low
24785,T16055000703,Idaho,ID,16,Kootenai,County,55,16055,703,055000703,7964,172.5026708,41.61870332,Very Low
24786,T16055000704,Idaho,ID,16,Kootenai,County,55,16055,704,055000704,5688,217.2217116,44.27769586,Very Low
24787,T16055000800,Idaho,ID,16,Kootenai,County,55,16055,800,055000800,5897,296.1597199,48.03072825,Very Low
24788,T16055000901,Idaho,ID,16,Kootenai,County,55,16055,901,055000901,3448,252.556511,45.99010607,Very Low
24789,T16055000902,Idaho,ID,16,Kootenai,County,55,16055,902,055000902,3099,223.8954207,44.62374542,Very Low
24790,T16055001002,Idaho,ID,16,Kootenai,County,55,16055,1002,055001002,4890,1360.624503,69.37758645,Relatively Low
24791,T16055001003,Idaho,ID,16,Kootenai,County,55,16055,1003,055001003,2322,236.1841595,45.223089,Very Low
24792,T16055001004,Idaho,ID,16,Kootenai,County,55,16055,1004,055001004,4154,137.7496576,39.21181563,Very Low
24793,T16055001100,Idaho,ID,16,Kootenai,County,55,16055,1100,055001100,2204,250.3494181,45.88426961,Very Low
24794,T16055001201,Idaho,ID,16,Kootenai,County,55,16055,1201,055001201,3322,57.3365087,31.8936403,Very Low
24795,T16055001202,Idaho,ID,16,Kootenai,County,55,16055,1202,055001202,3236,39.77236257,29.91247681,Very Low
24796,T16055001300,Idaho,ID,16,Kootenai,County,55,16055,1300,055001300,4173,0,0,No Rating
24797,T16055001400,Idaho,ID,16,Kootenai,County,55,16055,1400,055001400,2681,50.30801098,31.13375826,Very Low
24798,T16055001500,Idaho,ID,16,Kootenai,County,55,16055,1500,055001500,3294,0,0,No Rating
24799,T16055001600,Idaho,ID,16,Kootenai,County,55,16055,1600,055001600,2778,0,0,No Rating
24800,T16055001700,Idaho,ID,16,Kootenai,County,55,16055,1700,055001700,4753,4569.137583,80.0944204,Relatively Low
24801,T16055001801,Idaho,ID,16,Kootenai,County,55,16055,1801,055001801,3085,2397.542717,75.88355611,Relatively Low
24802,T16055001802,Idaho,ID,16,Kootenai,County,55,16055,1802,055001802,6024,738.8121844,60.67759121,Relatively Low
24803,T16055001901,Idaho,ID,16,Kootenai,County,55,16055,1901,055001901,1729,3013.157007,77.72201874,Relatively Low
24804,T16055001902,Idaho,ID,16,Kootenai,County,55,16055,1902,055001902,1164,1385.867749,69.65585311,Relatively Low
24805,T16055002000,Idaho,ID,16,Kootenai,County,55,16055,2000,055002000,3897,5344.595585,80.87927508,Relatively Low
24806,T16055940000,Idaho,ID,16,Kootenai,County,55,16055,940000,055940000,2707,4812.807724,80.38457879,Relatively Low
24807,T16057005101,Idaho,ID,16,Latah,County,57,16057,5101,057005101,3009,708.223861,60.03068068,Relatively Low
24808,T16057005102,Idaho,ID,16,Latah,County,57,16057,5102,057005102,4889,5274.018295,80.81862722,Relatively Low
24809,T16057005200,Idaho,ID,16,Latah,County,57,16057,5200,057005200,6582,14026.45667,85.45283737,Relatively Moderate
24810,T16057005301,Idaho,ID,16,Latah,County,57,16057,5301,057005301,2580,3186.449711,78.05736574,Relatively Low
24811,T16057005302,Idaho,ID,16,Latah,County,57,16057,5302,057005302,5547,637.6300356,58.4978357,Relatively Low
24812,T16057005400,Idaho,ID,16,Latah,County,57,16057,5400,057005400,5989,8582.30678,83.14227275,Relatively Low
24813,T16057005500,Idaho,ID,16,Latah,County,57,16057,5500,057005500,4038,147364.7123,95.10654997,Relatively High
24814,T16057005600,Idaho,ID,16,Latah,County,57,16057,5600,057005600,3785,390686.9621,97.65494934,Relatively High
24815,T16057005700,Idaho,ID,16,Latah,County,57,16057,5700,057005700,3094,125267.5667,94.58450269,Relatively Moderate
24816,T16059970100,Idaho,ID,16,Lemhi,County,59,16059,970100,059970100,2502,901035.9846,98.98563478,Relatively High
24817,T16059970200,Idaho,ID,16,Lemhi,County,59,16059,970200,059970200,2997,1413821.73,99.40303477,Very High
24818,T16059970300,Idaho,ID,16,Lemhi,County,59,16059,970300,059970300,2452,701973.8032,98.68953051,Relatively High
24819,T16061940001,Idaho,ID,16,Lewis,County,61,16061,940001,061940001,1539,462770.4695,97.98910717,Relatively High
24820,T16061940002,Idaho,ID,16,Lewis,County,61,16061,940002,061940002,1949,93404.48075,93.5867859,Relatively Moderate
24821,T16061950300,Idaho,ID,16,Lewis,County,61,16061,950300,061950300,42,47301.19726,90.93968511,Relatively Moderate
24822,T16063950100,Idaho,ID,16,Lincoln,County,63,16063,950100,063950100,5117,2138085.715,99.62065357,Very High
24823,T16065950101,Idaho,ID,16,Madison,County,65,16065,950101,065950101,2771,38255.41549,90.0608857,Relatively Moderate
24824,T16065950102,Idaho,ID,16,Madison,County,65,16065,950102,065950102,2839,41.47681873,30.11820387,Very Low
24825,T16065950103,Idaho,ID,16,Madison,County,65,16065,950103,065950103,2065,233.2224582,45.0780098,Very Low
24826,T16065950200,Idaho,ID,16,Madison,County,65,16065,950200,065950200,4761,632.6171632,58.38724254,Relatively Low
24827,T16065950301,Idaho,ID,16,Madison,County,65,16065,950301,065950301,7781,58.05200582,31.95785568,Very Low
24828,T16065950303,Idaho,ID,16,Madison,County,65,16065,950303,065950303,12294,30.28279388,28.96351615,Very Low
24829,T16065950304,Idaho,ID,16,Madison,County,65,16065,950304,065950304,7208,201.3046995,43.38819388,Very Low
24830,T16065950401,Idaho,ID,16,Madison,County,65,16065,950401,065950401,4298,2.01373E-05,24.87632593,Very Low
24831,T16065950402,Idaho,ID,16,Madison,County,65,16065,950402,065950402,2730,23069.40037,87.79669885,Relatively Moderate
24832,T16065950501,Idaho,ID,16,Madison,County,65,16065,950501,065950501,2560,2324.711517,75.60647862,Relatively Low
24833,T16065950502,Idaho,ID,16,Madison,County,65,16065,950502,065950502,3593,588.5412945,57.33958046,Relatively Low
24834,T16067970100,Idaho,ID,16,Minidoka,County,67,16067,970100,067970100,3358,24435.69521,88.05593873,Relatively Moderate
24835,T16067970200,Idaho,ID,16,Minidoka,County,67,16067,970200,067970200,6202,2347.554785,75.70042335,Relatively Low
24836,T16067970300,Idaho,ID,16,Minidoka,County,67,16067,970300,067970300,3006,33555.65551,89.50554155,Relatively Moderate
24837,T16067970400,Idaho,ID,16,Minidoka,County,67,16067,970400,067970400,4730,0,0,No Rating
24838,T16067970500,Idaho,ID,16,Minidoka,County,67,16067,970500,067970500,4281,274.5584012,47.06392998,Very Low
24839,T16069940000,Idaho,ID,16,Nez Perce,County,69,16069,940000,069940000,4833,483757.6631,98.07472768,Relatively High
24840,T16069960200,Idaho,ID,16,Nez Perce,County,69,16069,960200,069960200,371,5932.661588,81.39894401,Relatively Low
24841,T16069960300,Idaho,ID,16,Nez Perce,County,69,16069,960300,069960300,5200,83472.96097,93.19079104,Relatively Moderate
24842,T16069960400,Idaho,ID,16,Nez Perce,County,69,16069,960400,069960400,3315,115.0136726,37.43043333,Very Low
24843,T16069960500,Idaho,ID,16,Nez Perce,County,69,16069,960500,069960500,4435,24236.69908,88.00718261,Relatively Moderate
24844,T16069960600,Idaho,ID,16,Nez Perce,County,69,16069,960600,069960600,5149,1368.266241,69.47747705,Relatively Low
24845,T16069960700,Idaho,ID,16,Nez Perce,County,69,16069,960700,069960700,5776,524110.1381,98.22099605,Relatively High
24846,T16069960800,Idaho,ID,16,Nez Perce,County,69,16069,960800,069960800,3909,62084.68378,92.03372497,Relatively Moderate
24847,T16069960900,Idaho,ID,16,Nez Perce,County,69,16069,960900,069960900,3257,20606.88349,87.26989488,Relatively Moderate
24848,T16069961000,Idaho,ID,16,Nez Perce,County,69,16069,961000,069961000,5817,17042.73828,86.36612282,Relatively Moderate
24849,T16071960100,Idaho,ID,16,Oneida,County,71,16071,960100,071960100,4563,537158.3102,98.25904961,Relatively High
24850,T16073950101,Idaho,ID,16,Owyhee,County,73,16073,950101,073950101,4718,81029.10202,93.08614375,Relatively Moderate
24851,T16073950102,Idaho,ID,16,Owyhee,County,73,16073,950102,073950102,3393,214331.8854,96.21248157,Relatively High
24852,T16073950200,Idaho,ID,16,Owyhee,County,73,16073,950200,073950200,3758,3247349.66,99.81329972,Very High
24853,T16075960100,Idaho,ID,16,Payette,County,75,16075,960100,075960100,7005,412401.0909,97.76316415,Relatively High
24854,T16075960200,Idaho,ID,16,Payette,County,75,16075,960200,075960200,3553,17143.33979,86.40536555,Relatively Moderate
24855,T16075960301,Idaho,ID,16,Payette,County,75,16075,960301,075960301,1679,146838.5676,95.09346906,Relatively High
24856,T16075960302,Idaho,ID,16,Payette,County,75,16075,960302,075960302,7717,14657.70174,85.67045617,Relatively Moderate
24857,T16075960400,Idaho,ID,16,Payette,County,75,16075,960400,075960400,5409,629940.8278,98.49688436,Relatively High
24858,T16077960100,Idaho,ID,16,Power,County,77,16077,960100,077960100,1623,1277954.817,99.31146839,Very High
24859,T16077960200,Idaho,ID,16,Power,County,77,16077,960200,077960200,6253,232071.5662,96.41226276,Relatively High
24860,T16079960200,Idaho,ID,16,Shoshone,County,79,16079,960200,079960200,4310,9107.493293,83.41935024,Relatively Low
24861,T16079960300,Idaho,ID,16,Shoshone,County,79,16079,960300,079960300,4015,6406.474249,81.76283118,Relatively Low
24862,T16079960400,Idaho,ID,16,Shoshone,County,79,16079,960400,079960400,4829,40136.37605,90.26661276,Relatively Moderate
24863,T16081960101,Idaho,ID,16,Teton,County,81,16081,960101,081960101,1290,145039.0713,95.06730723,Relatively Moderate
24864,T16081960102,Idaho,ID,16,Teton,County,81,16081,960102,081960102,659,72768.39659,92.66517624,Relatively Moderate
24865,T16081960103,Idaho,ID,16,Teton,County,81,16081,960103,081960103,1918,313957.6923,97.16500975,Relatively High
24866,T16081960104,Idaho,ID,16,Teton,County,81,16081,960104,081960104,2012,258883.0575,96.69885364,Relatively High
24867,T16081960105,Idaho,ID,16,Teton,County,81,16081,960105,081960105,2976,538104.1429,98.26261713,Relatively High
24868,T16081960106,Idaho,ID,16,Teton,County,81,16081,960106,081960106,1145,22585.21665,87.7087,Relatively Moderate
24869,T16081960107,Idaho,ID,16,Teton,County,81,16081,960107,081960107,1613,248349.8407,96.58588213,Relatively High
24870,T16083000200,Idaho,ID,16,Twin Falls,County,83,16083,200,083000200,7519,0,0,No Rating
24871,T16083000300,Idaho,ID,16,Twin Falls,County,83,16083,300,083000300,5906,620133.7446,98.47547924,Relatively High
24872,T16083000400,Idaho,ID,16,Twin Falls,County,83,16083,400,083000400,4291,1327.70219,69.04937449,Relatively Low
24873,T16083000500,Idaho,ID,16,Twin Falls,County,83,16083,500,083000500,6583,6845.465938,82.04109785,Relatively Low
24874,T16083000600,Idaho,ID,16,Twin Falls,County,83,16083,600,083000600,3274,7876.551181,82.72962945,Relatively Low
24875,T16083000701,Idaho,ID,16,Twin Falls,County,83,16083,701,083000701,11065,87538.62894,93.34419445,Relatively Moderate
24876,T16083000702,Idaho,ID,16,Twin Falls,County,83,16083,702,083000702,4531,0,0,No Rating
24877,T16083000800,Idaho,ID,16,Twin Falls,County,83,16083,800,083000800,6404,0,0,No Rating
24878,T16083000900,Idaho,ID,16,Twin Falls,County,83,16083,900,083000900,5069,412006.2563,97.76078581,Relatively High
24879,T16083001001,Idaho,ID,16,Twin Falls,County,83,16083,1001,083001001,4763,0,0,No Rating
24880,T16083001002,Idaho,ID,16,Twin Falls,County,83,16083,1002,083001002,4378,0,0,No Rating
24881,T16083001100,Idaho,ID,16,Twin Falls,County,83,16083,1100,083001100,3381,0,0,No Rating
24882,T16083001201,Idaho,ID,16,Twin Falls,County,83,16083,1201,083001201,4145,0,0,No Rating
24883,T16083001202,Idaho,ID,16,Twin Falls,County,83,16083,1202,083001202,4845,0,0,No Rating
24884,T16083001301,Idaho,ID,16,Twin Falls,County,83,16083,1301,083001301,7292,250447.1439,96.61204395,Relatively High
24885,T16083001302,Idaho,ID,16,Twin Falls,County,83,16083,1302,083001302,2384,11493.78891,84.52884936,Relatively Low
24886,T16083001600,Idaho,ID,16,Twin Falls,County,83,16083,1600,083001600,4142,1352891.213,99.36617038,Very High
24887,T16085970100,Idaho,ID,16,Valley,County,85,16085,970100,085970100,2858,2723849.439,99.74076012,Very High
24888,T16085970200,Idaho,ID,16,Valley,County,85,16085,970200,085970200,3159,1120946.211,99.20563193,Very High
24889,T16085970301,Idaho,ID,16,Valley,County,85,16085,970301,085970301,2013,1437480.875,99.41730486,Very High
24890,T16085970302,Idaho,ID,16,Valley,County,85,16085,970302,085970302,3587,2108276.768,99.61114018,Very High
24891,T16087970100,Idaho,ID,16,Washington,County,87,16087,970100,087970100,1710,2155300.814,99.62659944,Very High
24892,T16087970200,Idaho,ID,16,Washington,County,87,16087,970200,087970200,3836,526217.4453,98.23407696,Relatively High
24893,T16087970300,Idaho,ID,16,Washington,County,87,16087,970300,087970300,4932,747550.1611,98.77990772,Relatively High
