title,creator,date,date is approximate,description,location,county,region,features,flight_line,aerial-type,source,identifier,digitization specifications,rights,format,type,latitude,longitude,digital_collection,cd rom call number,publisher digital,language,date digital,date loaded,contributors,date created,date modified,objectid,object_thumb,object_location,reference_url
"NE1080","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NE1080.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.562608","-115.216141","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 3)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1674","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1674_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1674.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1674.html"
"NE1085","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Rattlesnake Bar; Nez Perce National Forest","Idaho County (Idaho)","Rattlesnake Bar","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NE1085.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.551888","-115.138418","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 3)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1675","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1675_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1675.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1675.html"
"NE1090","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NE1090.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.544428","-115.057636","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 3)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1676","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1676_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1676.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1676.html"
"NE1095","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NE1095.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.543155","-114.978882","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 3)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1677","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1677_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1677.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1677.html"
"NE1155","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NE1155.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.53237","-114.941933","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 3)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1678","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1678_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1678.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1678.html"
"NE1160","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NE1160.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.528577","-115.029229","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 3)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1679","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1679_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1679.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1679.html"
"NEZ185","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ185.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.934481","-114.8886","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1680","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1680_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1680.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1680.html"
"NEZ190","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ190.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.931677","-114.953677","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1681","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1681_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1681.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1681.html"
"NEZ210","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Upper Running Creek; Nez Perce National Forest","Idaho County (Idaho)","Upper Running Creek","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ210.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.855509","-114.992612","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1682","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1682_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1682.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1682.html"
"NEZ280","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Running Creek; Nez Perce National Forest","Idaho County (Idaho)","Running Creek","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ280.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.907646","-114.880335","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1683","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1683_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1683.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1683.html"
"NE1165","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NE1165.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.506766","-115.08676","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 3)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1684","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1684_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1684.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1684.html"
"NEZ285","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ285.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.92091","-114.950879","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1685","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1685_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1685.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1685.html"
"NEZ290","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ290.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.948017","-115.015176","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1686","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1686_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1686.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1686.html"
"NEZ305","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ305.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.930246","-115.030968","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1687","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1687_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1687.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1687.html"
"NEZ310","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ310.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.910763","-114.96929","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1688","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1688_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1688.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1688.html"
"NEZ315","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ315.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.886392","-114.896974","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1689","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1689_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1689.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1689.html"
"NEZ320","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ320.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.862948","-114.821332","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1690","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1690_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1690.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1690.html"
"NEZ380","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Eagle Point and Parachute Ridge; Nez Perce National Forest","Idaho County (Idaho)","Eagle Point and Parachute Ridge","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ380.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.8697","-114.874079","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1691","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1691_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1691.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1691.html"
"NEZ385","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ385.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.878612","-114.956686","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1692","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1692_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1692.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1692.html"
"NEZ450","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Windy Saddle and Upper Meadow Creek; Nez Perce National Forest","Idaho County (Idaho)","Windy Saddle and Upper Meadow Creek","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ450.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.888794","-115.055458","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1693","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1693_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1693.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1693.html"
"NEZ410","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Upper Eagle Creek (Green Ridge); Nez Perce National Forest","Idaho County (Idaho)","Upper Eagle Creek (Green Ridge)","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NEZ410.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.837238","-114.865961","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 1)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1694","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1694_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1694.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1694.html"
"NE1170","Washington National Guard","1935","","Black and white vertical photo taken by the Washington National Guard.","Idaho County (Idaho); Nez Perce National Forest","Idaho County (Idaho)","","Nez Perce National Forest","","vertical-photo","Partial set of prints are owned by the Wallace Ranger District and by the Supervisor&#39;s Office of the Idaho Panhandle National Forests, Coeur d&#39;Alene, Idaho.","35NE1170.tif","Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.","Materials from the University of Idaho Library&#39;s Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections &amp; Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections &amp; Archives.","image/jpeg","Image;StillImage","45.503776","-114.998085","Idaho Aerial Photograph Collection","CD-ROM F746.P776 1998 (Disc 3)","University of Idaho Library","eng","2000; 2001; 2011","2010-04","Dennis Baird","2011-05-05","2011-05-05","aerial1695","https://objects.lib.uidaho.edu/aerial/thumbs/aerial1695_th.jpg","https://objects.lib.uidaho.edu/aerial/aerial1695.jpg","https://www.lib.uidaho.edu/digital/aerial/items/aerial1695.html"
